     number     value             datetime_start          datetime_complete               duration  params_batch_size params_dec_activation params_enc_activation  params_ilr  params_latent_space  params_n_layers     state
212     212  0.000092 2024-05-20 09:58:32.319911 2024-05-20 10:01:11.770129 0 days 00:02:39.450218               1024                  tanh                  tanh    0.000100                   36                2  COMPLETE
32       32  0.000094 2024-05-18 07:35:32.215117 2024-05-18 07:37:56.119582 0 days 00:02:23.904465                512                   elu                 swish    0.000100                   24                3  COMPLETE
169     169  0.000095 2024-05-20 08:33:33.776952 2024-05-20 08:36:12.920290 0 days 00:02:39.143338               1024                  tanh                  tanh    0.000100                   36                2  COMPLETE
142     142  0.000095 2024-05-20 07:43:04.979030 2024-05-20 07:45:44.528866 0 days 00:02:39.549836               1024                  tanh                  tanh    0.000100                   36                2  COMPLETE
213     213  0.000099 2024-05-20 10:01:12.147758 2024-05-20 10:09:09.424434 0 days 00:07:57.276676                 64                  relu                  tanh    0.000100                   36                2  COMPLETE
52       52  0.000108 2024-05-18 07:52:01.856511 2024-05-18 07:58:34.581039 0 days 00:06:32.724528                 64                   elu                   elu    0.001000                   24                3  COMPLETE
44       44  0.000109 2024-05-18 07:44:39.626144 2024-05-18 07:47:22.761278 0 days 00:02:43.135134                256                  relu                   elu    0.000010                   36                2  COMPLETE
48       48  0.000111 2024-05-18 07:48:23.349304 2024-05-18 07:52:01.566938 0 days 00:03:38.217634                256                   elu                  relu    0.000100                   36                5  COMPLETE
53       53  0.000111 2024-05-18 07:56:05.493874 2024-05-18 08:02:32.974484 0 days 00:06:27.480610                 64                   elu                   elu    0.001000                   24                3  COMPLETE
121     121  0.000113 2024-05-18 09:26:05.087781 2024-05-18 09:32:37.805713 0 days 00:06:32.717932                 64                  tanh                  tanh    0.001000                   36                3  COMPLETE
33       33  0.000117 2024-05-18 07:37:55.667038 2024-05-18 07:40:08.191178 0 days 00:02:12.524140               1024                   elu                  relu    0.000100                   24                3  COMPLETE
51       51  0.000122 2024-05-18 07:50:42.936800 2024-05-18 07:59:05.920044 0 days 00:08:22.983244                 64                   elu                   elu    0.001000                   24                5  COMPLETE
31       31  0.000124 2024-05-18 07:35:29.930175 2024-05-18 07:37:56.008460 0 days 00:02:26.078285                512                   elu                  relu    0.000100                   24                3  COMPLETE
6         6  0.000124 2024-05-13 02:12:57.132740 2024-05-13 02:16:01.212897 0 days 00:03:04.080157                256                  relu                   elu    0.000100                   12                4  COMPLETE
183     183  0.000129 2024-05-20 08:58:17.660524 2024-05-20 09:05:31.071305 0 days 00:07:13.410781                128                  tanh                  tanh    0.000100                   36                5  COMPLETE
3         3  0.000132 2024-05-13 01:59:43.025809 2024-05-13 02:06:56.193056 0 days 00:07:13.167247                 64                 swish                  tanh    0.001000                   12                4  COMPLETE
45       45  0.000138 2024-05-18 07:47:23.042605 2024-05-18 07:50:42.671603 0 days 00:03:19.628998                256                  relu                   elu    0.000100                   36                4  COMPLETE
49       49  0.000141 2024-05-18 07:50:31.443377 2024-05-18 07:58:56.373189 0 days 00:08:24.929812                 64                   elu                   elu    0.001000                   36                5  COMPLETE
122     122  0.000143 2024-05-18 09:26:18.785240 2024-05-18 09:32:51.665612 0 days 00:06:32.880372                 64                  tanh                  tanh    0.001000                   36                3  COMPLETE
181     181  0.000150 2024-05-20 08:55:44.395563 2024-05-20 09:07:33.999677 0 days 00:11:49.604114                 64                  tanh                  tanh    0.000100                   36                5  COMPLETE
171     171  0.000159 2024-05-20 08:39:00.560076 2024-05-20 08:42:17.676835 0 days 00:03:17.116759                512                  tanh                  tanh    0.000100                   36                4  COMPLETE
132     132  0.000168 2024-05-20 07:18:57.187750 2024-05-20 07:27:02.852144 0 days 00:08:05.664394                 64                  relu                  tanh    0.000005                   36                2  COMPLETE
97       97  0.000183 2024-05-18 08:56:43.473477 2024-05-18 09:02:24.039838 0 days 00:05:40.566361                 64                  relu                  tanh    0.000100                   36                2  COMPLETE
40       40  0.000193 2024-05-18 07:40:47.404265 2024-05-18 07:44:39.341591 0 days 00:03:51.937326                128                 swish                   elu    0.000005                   12                2  COMPLETE
77       77  0.000196 2024-05-18 08:30:33.522772 2024-05-18 08:36:08.591023 0 days 00:05:35.068251                 64                  tanh                   elu    0.000001                   36                2  COMPLETE
1         1  0.000206 2024-05-13 01:50:27.593894 2024-05-13 01:57:34.870548 0 days 00:07:07.276654                 64                  relu                  relu    0.000050                   24                4  COMPLETE
129     129  0.000218 2024-05-20 07:18:43.466372 2024-05-20 07:26:55.020239 0 days 00:08:11.553867                 64                  relu                  tanh    0.000005                   36                2  COMPLETE
38       38  0.000230 2024-05-18 07:40:25.570236 2024-05-18 07:43:09.700080 0 days 00:02:44.129844                256                 swish                   elu    0.000005                   36                2  COMPLETE
37       37  0.000235 2024-05-18 07:40:08.503566 2024-05-18 07:42:58.212369 0 days 00:02:49.708803                256                 swish                   elu    0.000005                   36                2  COMPLETE
78       78  0.000241 2024-05-18 08:33:04.623081 2024-05-18 08:38:46.012696 0 days 00:05:41.389615                 64                  tanh                   elu    0.000001                   36                2  COMPLETE
214     214  0.000245 2024-05-20 10:01:36.384079 2024-05-20 10:09:31.796459 0 days 00:07:55.412380                 64                  tanh                  tanh    0.000001                   36                2  COMPLETE
79       79  0.000291 2024-05-18 08:33:10.925503 2024-05-18 08:38:49.239446 0 days 00:05:38.313943                 64                  tanh                   elu    0.000001                   36                2  COMPLETE
130     130  0.000301 2024-05-20 07:18:51.648216 2024-05-20 07:26:54.047254 0 days 00:08:02.399038                 64                  relu                  tanh    0.000100                   36                2  COMPLETE
210     210  0.000319 2024-05-20 09:55:59.014904 2024-05-20 10:04:02.312622 0 days 00:08:03.297718                 64                  tanh                  tanh    0.000001                   36                2  COMPLETE
172     172  0.000328 2024-05-20 08:39:05.701248 2024-05-20 08:47:05.349613 0 days 00:07:59.648365                 64                  tanh                  tanh    0.000001                   36                2  COMPLETE
42       42  0.000336 2024-05-18 07:43:10.006593 2024-05-18 07:47:48.785477 0 days 00:04:38.778884                128                  relu                  tanh    0.000010                   12                4  COMPLETE
